symbol,date,bs_asset_accruals,fy_period
0805.HK,20260429,602331000.0,FY2025H2
0805.HK,20250930,918834000.0,FY2025H1
0805.HK,20250428,530607999.99999994,FY2024H2
0805.HK,20241231,481222000.0,FY2024H1
0806.HK,20260401,1987426000.0,FY2025H2
0806.HK,20250827,1577713000.0,FY2025H1
0806.HK,20250327,1099769000.0,FY2024H2
0806.HK,20240828,1149239000.0,FY2024H1
0806.HK,20240402,1759868000.0,FY2023H2
0806.HK,20230824,1593276000.0,FY2023H1
0807.HK,20260327,22622895000.0,FY2025H2
0807.HK,20250812,20852365000.0,FY2025H1
0807.HK,20250402,20424918000.0,FY2024Q4
0807.HK,20241112,18062984000.0,FY2024Q3
0807.HK,20240808,17768469000.0,FY2024Q2
0807.HK,20240513,17298149000.0,FY2024Q1
0807.HK,20240403,16791040000.0,FY2023Q4
0807.HK,20231114,16405177000.0,FY2023Q3
0807.HK,20230811,15452131000.0,FY2023Q2
0807.HK,20230428,14611073000.0,FY2023Q1
0809.HK,20260424,4524496000.0,FY2025H2
0809.HK,20250915,4549450000.0,FY2025H1
0809.HK,20250415,4456712000.0,FY2024H2
0809.HK,20240911,4797827000.0,FY2024H1
0809.HK,20240424,5120850000.0,FY2023H2
0809.HK,20230913,5544928000.0,FY2023H1
0810.HK,20260430,10727000.0,FY2025H2
0810.HK,20250915,12921000.0,FY2025H1
0810.HK,20250422,12722000.0,FY2024H2
0810.HK,20240913,16411999.999999998,FY2024H1
0810.HK,20240429,22721000.0,FY2023H2
0810.HK,20230915,35975000.0,FY2023H1
0811.HK,20260326,14027582455.039999,FY2025H2
0811.HK,20251030,15679018980.3,FY2025Q3
0811.HK,20250827,13727178600.74,FY2025H1
0811.HK,20250429,13888530268.96,FY2025Q1
0811.HK,20250327,13097379195.519999,FY2024H2
0811.HK,20241030,14425133679.099998,FY2024Q3
0811.HK,20240827,13046139672.949999,FY2024H1
0811.HK,20240429,13084964120.84,FY2024Q1
0811.HK,20240327,12043334611.26,FY2023H2
0811.HK,20231030,13751909186.49,FY2023Q3
0811.HK,20230829,12253643337.25,FY2023H1
0811.HK,20230427,12799888119.46,FY2023Q1
0813.HK,20260428,343413311000.0,FY2025H2
0813.HK,20250926,405165238000.0,FY2025H1
0813.HK,20250429,419431371000.0,FY2024H2
0813.HK,20240926,466830792000.0,FY2024H1
0813.HK,20240429,522118118000.0,FY2023H2
0813.HK,20230928,551858483000.0,FY2023H1
0814.HK,20260424,5282671694.4,FY2025H2
0814.HK,20250922,5425366355.55,FY2025H1
0814.HK,20250425,6246603315.82,FY2024H2
0814.HK,20240926,6277359256.0,FY2024H1
0814.HK,20240430,6079632067.0,FY2023H2
0814.HK,20230918,6016751972.0,FY2023H1
0815.HK,20260424,1630478000.0,FY2025H2
0815.HK,20250926,1487129000.0,FY2025H1
0815.HK,20250422,1452534000.0,FY2024H2
0815.HK,20240927,1440302000.0,FY2024H1
0815.HK,20240426,1485891000.0,FY2023H2
0815.HK,20230927,1710913000.0,FY2023H1
0816.HK,20260421,2531177000.0,FY2025H2
0816.HK,20250915,2670468000.0,FY2025H1
0816.HK,20250428,2446861000.0,FY2024H2
0816.HK,20240920,2572723000.0,FY2024H1
0816.HK,20240418,2107989000.0,FY2023H2
0816.HK,20230915,2165396000.0,FY2023H1
0817.HK,20260423,411861074000.0,FY2025H2
0817.HK,20250911,390921645000.0,FY2025H1
0817.HK,20250424,374500652000.0,FY2024H2
0817.HK,20240912,378206470000.0,FY2024H1
0817.HK,20240424,376033167000.0,FY2023H2
0817.HK,20230918,397864738000.0,FY2023H1
0818.HK,20260415,11441240000.0,FY2025H2
0818.HK,20250827,10140226000.0,FY2025H1
0818.HK,20250415,8847496000.0,FY2024H2
0818.HK,20240828,8701256000.0,FY2024H1
0818.HK,20240417,9549702000.0,FY2023H2
0818.HK,20230823,7211585000.0,FY2023H1
0819.HK,20260330,47237650000.0,FY2025H2
0819.HK,20250828,45732960000.0,FY2025H1
0819.HK,20250327,46018227000.0,FY2024H2
0819.HK,20240828,44273691000.0,FY2024H1
0819.HK,20240328,36997373000.0,FY2023H2
0819.HK,20230828,35321431000.0,FY2023H1
0821.HK,20260429,349787000.0,FY2025H2
0821.HK,20250929,335845000.0,FY2025H1
0821.HK,20250429,380752000.0,FY2024H2
0821.HK,20240927,436749000.0,FY2024H1
0821.HK,20240429,498696000.0,FY2023H2
0821.HK,20230928,645791000.0,FY2023H1
0822.HK,20260423,1603653000.0,FY2025H2
0822.HK,20250911,1584434000.0,FY2025H1
0822.HK,20250424,1650443000.0,FY2024H2
0822.HK,20240911,1543193000.0,FY2024H1
0822.HK,20240425,1523373000.0,FY2023H2
0822.HK,20230911,1356348000.0,FY2023H1
0825.HK,20250925,9261471000.0,FY2025H2
0825.HK,20250325,9289932000.0,FY2025H1
0825.HK,20241021,9400022000.0,FY2024H2
0825.HK,20240322,10114666000.0,FY2024H1
0825.HK,20231020,9976376000.0,FY2023H2
0825.HK,20230324,10737344000.0,FY2023H1
0826.HK,20260429,12582841000.0,FY2025H2
0826.HK,20250924,12346520000.0,FY2025H1
0826.HK,20250425,12072327000.0,FY2024H2
0826.HK,20240920,12170942000.0,FY2024H1
0826.HK,20240426,12667388000.0,FY2023H2
0826.HK,20230922,12959327000.0,FY2023H1
0827.HK,20260422,4411487000.0,FY2025H2
0827.HK,20250904,4827381000.0,FY2025H1
0827.HK,20250414,5379509000.0,FY2024H2
0827.HK,20240902,5964400000.0,FY2024H1
0827.HK,20240415,6203402000.0,FY2023H2
0827.HK,20230904,5471195000.0,FY2023H1
0828.HK,20260428,468753000.0,FY2025H2
0828.HK,20250929,437360000.0,FY2025H1
0828.HK,20250429,457529000.0,FY2024H2
0828.HK,20240926,411229000.0,FY2024H1
0828.HK,20240429,411816000.0,FY2023H2
0828.HK,20230926,359445000.0,FY2023H1
0829.HK,20260429,2230774000.0,FY2025H2
0829.HK,20250916,2285022000.0,FY2025H1
0829.HK,20250429,2325376000.0,FY2024H2
0829.HK,20240916,2222694000.0,FY2024H1
0829.HK,20240429,2133290000.0,FY2023H2
0829.HK,20230914,2057376000.0000002,FY2023H1
0830.HK,20260428,10685122000.0,FY2025H2
0830.HK,20250915,11093657000.0,FY2025H1
0830.HK,20250428,10519866000.0,FY2024H2
0830.HK,20240909,10567967000.0,FY2024H1
0830.HK,20240425,9928712000.0,FY2023H2
0830.HK,20230911,10389303000.0,FY2023H1
0831.HK,20260413,738921000.0,FY2025H2
0831.HK,20250902,756201000.0,FY2025H1
0831.HK,20250410,760123000.0,FY2024H2
0831.HK,20240904,804932000.0,FY2024H1
0831.HK,20240415,1065448000.0000001,FY2023H2
0831.HK,20230830,1059125000.0,FY2023H1
0832.HK,20260421,94245499000.0,FY2025H2
0832.HK,20250922,99991923000.0,FY2025H1
0832.HK,20250424,104531736000.0,FY2024H2
0832.HK,20240923,111000707000.0,FY2024H1
0832.HK,20240423,116898290000.0,FY2023H2
0832.HK,20230920,128159116000.0,FY2023H1
0833.HK,20260423,855307000.0,FY2025H2
0833.HK,20250923,713885000.0,FY2025H1
0833.HK,20250424,722574000.0,FY2024H2
0833.HK,20240926,745337000.0,FY2024H1
0833.HK,20240425,739059000.0,FY2023H2
0833.HK,20230925,849066000.0,FY2023H1
0834.HK,20260430,1088390000.0,FY2025H2
0834.HK,20250926,1276622000.0,FY2025H1
0834.HK,20250430,1019498000.0,FY2024H2
0834.HK,20240925,1272438000.0,FY2024H1
0834.HK,20240429,1223945000.0,FY2023H2
0834.HK,20230925,1225505000.0,FY2023H1
0836.HK,20260428,386674163000.0,FY2025H2
0836.HK,20250925,371205517000.0,FY2025H1
0836.HK,20250428,347128119000.0,FY2024H2
0836.HK,20240926,329513738000.0,FY2024H1
0836.HK,20240425,299601201000.0,FY2023H2
0836.HK,20230927,276398440000.0,FY2023H1
0837.HK,20260417,1035261000.0,FY2025H2
0837.HK,20250917,913484000.0,FY2025H1
0837.HK,20250416,966786000.0,FY2024H2
0837.HK,20240916,816170000.0,FY2024H1
0837.HK,20240419,862795000.0,FY2023H2
0837.HK,20230918,796078000.0,FY2023H1
0838.HK,20260422,6102294000.0,FY2025H2
0838.HK,20250915,5792412000.0,FY2025H1
0838.HK,20250423,5735750000.0,FY2024H2
0838.HK,20240916,5704371000.0,FY2024H1
0838.HK,20240424,5829587000.0,FY2023H2
0838.HK,20230915,5658026000.0,FY2023H1
0839.HK,20251218,32655000000.0,FY2025H2
0839.HK,20250527,31703000000.0,FY2025H1
0839.HK,20241227,30091000000.0,FY2024H2
0839.HK,20240523,28545000000.0,FY2024H1
0839.HK,20231219,26950000000.0,FY2023H2
0839.HK,20230524,27735000000.0,FY2023H1
0840.HK,20260430,815581517.62,FY2025H2
0840.HK,20250923,817787000.0,FY2025H1
0840.HK,20250430,810622995.96,FY2024H2
0840.HK,20240926,1000180000.0,FY2024H1
0840.HK,20230912,994436000.0,FY2023H1
0841.HK,20250731,1638922000.0,FY2025H2
0841.HK,20241229,1158004000.0,FY2025H1
0841.HK,20240731,1418115000.0,FY2024H2
0841.HK,20231228,1385528000.0,FY2024H1
0841.HK,20230731,1777605000.0,FY2023H2
0841.HK,20221221,2020283000.0,FY2023H1
0842.HK,20260422,14863485000.0,FY2025H2
0842.HK,20250918,14768165000.0,FY2025H1
0842.HK,20250423,13776227000.0,FY2024H2
0842.HK,20240919,13194841000.0,FY2024H1
0842.HK,20240422,12529496000.0,FY2023H2
0842.HK,20230918,10812562000.0,FY2023H1
0844.HK,20260424,520597999.99999994,FY2025H2
0844.HK,20250925,538602000.0,FY2025H1
0844.HK,20250424,556446000.0,FY2024H2
0844.HK,20240926,551077000.0,FY2024H1
0844.HK,20240425,564145000.0,FY2023H2
0844.HK,20230926,525740000.0,FY2023H1
0845.HK,20240927,43675436000.0,FY2024H1
0845.HK,20240430,44775744000.0,FY2023H2
0845.HK,20230928,48959566000.0,FY2023H1
0846.HK,20260430,56805942000.0,FY2025H2
0846.HK,20250917,58898542000.0,FY2025H1
0846.HK,20250428,61148773000.0,FY2024H2
0846.HK,20240910,65720359000.0,FY2024H1
0846.HK,20240419,68881385000.0,FY2023H2
0846.HK,20230904,67354092999.99999,FY2023H1
0848.HK,20260420,42952752000.0,FY2025H2
0848.HK,20250922,44312708000.0,FY2025H1
0848.HK,20250414,44773755000.0,FY2024H2
0848.HK,20240910,45568024000.0,FY2024H1
0848.HK,20230912,47890701000.0,FY2023H1
0851.HK,20260427,97184000.0,FY2025H2
0851.HK,20250922,56637000.0,FY2025H1
0851.HK,20250425,42331000.0,FY2024H2
0851.HK,20240926,729497000.0,FY2024H1
0851.HK,20240426,90807000.0,FY2023H2
0851.HK,20230921,133993000.0,FY2023H1
0852.HK,20260623,1842619000.0,FY2025H1
0852.HK,20260612,1191205000.0,FY2024H2
0852.HK,20240912,1386688000.0,FY2024H1
0852.HK,20240422,1131431000.0,FY2023H2
0852.HK,20230907,1073337000.0,FY2023H1
0853.HK,20260430,2779924000.0,FY2025H2
0853.HK,20250925,2775541000.0,FY2025H1
0853.HK,20250429,2695243000.0,FY2024H2
0853.HK,20240926,2880004000.0,FY2024H1
0853.HK,20230921,2695013000.0,FY2023H1
0854.HK,20260331,1247606000.0,FY2025H2
0854.HK,20250918,1284738000.0,FY2025H1
0854.HK,20240705,1373264000.0,FY2024H2
0854.HK,20231212,1690851000.0,FY2024H1
0854.HK,20230630,1700559000.0,FY2023H2
0854.HK,20221114,1693264000.0,FY2023H1
0855.HK,20250729,55633986000.0,FY2025H2
0855.HK,20241227,55982588000.0,FY2025H1
0855.HK,20240730,53218398000.0,FY2024H2
0855.HK,20231227,50871846000.0,FY2024H1
0855.HK,20230726,49613383000.0,FY2023H2
0855.HK,20221223,46945137000.0,FY2023H1
0856.HK,20260423,38109775000.0,FY2025H2
0856.HK,20250915,36686244000.0,FY2025H1
0856.HK,20250423,34440185000.0,FY2024H2
0856.HK,20240913,31389801000.0,FY2024H1
0856.HK,20240429,31695207000.0,FY2023H2
0856.HK,20230913,27775476000.0,FY2023H1
0857.HK,20260423,2621615000000.0,FY2025H2
0857.HK,20251030,2629538000000.0,FY2025Q3
0857.HK,20250922,2625266000000.0,FY2025H1
0857.HK,20250429,2581232000000.0,FY2025Q1
0857.HK,20250423,2580274000000.0,FY2024H2
0857.HK,20241029,2571284000000.0,FY2024Q3
0857.HK,20240919,2575935000000.0,FY2024H1
0857.HK,20240429,2521905000000.0,FY2024Q1
0857.HK,20231030,2544315000000.0,FY2023Q3
0857.HK,20230919,2500104000000.0,FY2023H1
0857.HK,20230428,2468365000000.0,FY2023Q1
0858.HK,20250728,1420887000.0,FY2025H2
0858.HK,20241217,1284691000.0,FY2025H1
0858.HK,20240726,1188970000.0,FY2024H2
0858.HK,20231218,1109895000.0,FY2024H1
0858.HK,20230728,1327277000.0,FY2023H2
0858.HK,20221215,1236111000.0,FY2023H1
0859.HK,20260427,1413229000.0,FY2025H2
0859.HK,20250926,1569704000.0,FY2025H1
0859.HK,20250430,1585183000.0,FY2024H2
0859.HK,20240923,1723418000.0,FY2024H1
0859.HK,20240424,1735590000.0,FY2023H2
0859.HK,20230927,1773737000.0,FY2023H1
0860.HK,20260430,1048897999.9999999,FY2025H2
0860.HK,20250926,1314012000.0,FY2025H1
0860.HK,20250430,1793198000.0,FY2024H2
0860.HK,20240926,2279303000.0,FY2024H1
0860.HK,20240429,2517888000.0,FY2023H2
0860.HK,20230921,3033326000.0,FY2023H1
0861.HK,20260423,16692719000.000002,FY2025H2
0861.HK,20250925,19572523000.0,FY2025H1
0861.HK,20250425,17467213000.0,FY2024H2
0861.HK,20240927,17934016000.0,FY2024H1
0861.HK,20240425,17836002000.0,FY2023H2
0861.HK,20230925,19574528000.0,FY2023H1
0862.HK,20251023,527227000.0,FY2025H2
0862.HK,20250320,585406000.0,FY2025H1
0862.HK,20241024,660334000.0,FY2024H2
0862.HK,20240321,628344000.0,FY2024H1
0862.HK,20231019,609416000.0,FY2023H2
0862.HK,20230321,587732000.0,FY2023H1
0863.HK,20260429,2577255000.0,FY2025H2
0863.HK,20250925,1167190000.0,FY2025H1
0863.HK,20250428,1051478000.0000001,FY2024H2
0863.HK,20240924,612261000.0,FY2024H1
0863.HK,20240429,1031123000.0,FY2023H2
0863.HK,20230918,1554499000.0,FY2023H1
0864.HK,20260327,372070000.0,FY2025H2
0864.HK,20250919,475972000.0,FY2025H1
0864.HK,20250430,718914000.0,FY2024H2
0864.HK,20240920,868090000.0,FY2024H1
0864.HK,20240426,955343000.0,FY2023H2
0864.HK,20230913,1001400000.0,FY2023H1
0865.HK,20260429,927934000.0,FY2025H2
0865.HK,20250919,959584000.0,FY2025H1
0865.HK,20250429,1028567000.0,FY2024H2
0865.HK,20240925,1033190000.0,FY2024H1
0865.HK,20240429,1048640000.0000001,FY2023H2
0865.HK,20230922,1286784000.0,FY2023H1
0866.HK,20260427,6163311000.0,FY2025H2
0866.HK,20250929,8882040000.0,FY2025H1
0866.HK,20250429,7603784000.0,FY2024H2
0866.HK,20240924,7381560000.0,FY2024H1
0866.HK,20240429,7554841000.0,FY2023H2
0866.HK,20230927,6869427000.0,FY2023H1
0867.HK,20260401,14835998000.0,FY2025H2
0867.HK,20250902,13824468000.0,FY2025H1
0867.HK,20250402,12691159000.0,FY2024H2
0867.HK,20240830,12656863000.0,FY2024H1
0867.HK,20240417,11841876000.0,FY2023H2
0867.HK,20230912,12356216000.0,FY2023H1
0868.HK,20260430,44997586000.0,FY2025H2
0868.HK,20250925,47259330000.0,FY2025H1
0868.HK,20250430,46622181000.0,FY2024H2
0868.HK,20240930,46270939977.0491,FY2024H1
0868.HK,20230929,44228390071.7457,FY2023H1
0869.HK,20260408,343915000.0,FY2025H2
0869.HK,20250903,291285000.0,FY2025H1
0869.HK,20250407,381807000.0,FY2024H2
0869.HK,20241004,383233000.0,FY2024H1
0869.HK,20240408,565290000.0,FY2023H2
0869.HK,20230911,418724000.0,FY2023H1
0871.HK,20260430,1134798000.0,FY2025H2
0871.HK,20250926,1214155000.0,FY2025H1
0871.HK,20250430,1253646000.0,FY2024H2
0871.HK,20240927,1565961000.0,FY2024H1
0871.HK,20240430,1599390000.0,FY2023H2
0871.HK,20230925,1794579000.0,FY2023H1
0873.HK,20260428,10215315000.0,FY2025H2
0873.HK,20250925,9050294000.0,FY2025H1
0873.HK,20250429,9515578000.0,FY2024H2
0873.HK,20240926,8242116000.0,FY2024H1
0873.HK,20240429,8561423000.000001,FY2023H2
0873.HK,20230927,8818022000.0,FY2023H1
0874.HK,20260320,71120733618.95001,FY2025H2
0874.HK,20251028,68626713012.24,FY2025Q3
0874.HK,20250815,71475493839.19,FY2025H1
0874.HK,20250429,64702876801.420006,FY2025Q1
0874.HK,20250313,64547204344.789894,FY2024H2
0874.HK,20241025,61237064766.689995,FY2024Q3
0874.HK,20240830,62663588247.56,FY2024H1
0874.HK,20240426,58119556336.5,FY2024Q1
0874.HK,20240315,57933860902.4699,FY2023H2
0874.HK,20231030,53649890466.2899,FY2023Q3
0874.HK,20230818,52990204902.95,FY2023H1
0874.HK,20230427,52582902408.88,FY2023Q1
0875.HK,20260429,2135784999.9999998,FY2025H2
0875.HK,20250929,1088880000.0,FY2025H1
0875.HK,20250429,951145000.0,FY2024H2
0875.HK,20240927,1153971000.0,FY2024H1
0875.HK,20240429,1317174000.0,FY2023H2
0875.HK,20230928,1178212000.0,FY2023H1
0876.HK,20260428,341889000.0,FY2025H2
0876.HK,20250925,345905000.0,FY2025H1
0876.HK,20250428,347767000.0,FY2024H2
0876.HK,20240926,400282000.0,FY2024H1
0876.HK,20240429,410772000.0,FY2023H2
0876.HK,20230926,440698000.0,FY2023H1
0878.HK,20260414,15018084000.0,FY2025H2
0878.HK,20250915,16183049000.0,FY2025H1
0878.HK,20250416,17429325000.0,FY2024H2
0878.HK,20240913,18377548000.0,FY2024H1
0878.HK,20240417,20492778000.0,FY2023H2
0878.HK,20230920,21653157000.0,FY2023H1
0880.HK,20260427,49112700000.0,FY2025H2
0880.HK,20250922,46695600000.0,FY2025H1
0880.HK,20250428,46590000000.0,FY2024H2
0880.HK,20240926,45866600000.0,FY2024H1
0880.HK,20240426,46508600000.0,FY2023H2
0880.HK,20230926,47775500000.0,FY2023H1
0881.HK,20260429,81139736000.0,FY2025H2
0881.HK,20250929,86631527000.0,FY2025H1
0881.HK,20250429,83150354000.0,FY2024H2
0881.HK,20240927,81104820000.0,FY2024H1
0881.HK,20240429,79174155000.0,FY2023H2
0881.HK,20230925,74112765000.0,FY2023H1
0882.HK,20260427,19746858000.0,FY2025H2
0882.HK,20250918,19844961000.0,FY2025H1
0882.HK,20250427,18483873000.0,FY2024H2
0882.HK,20240916,18107444000.0,FY2024H1
0882.HK,20240424,17816522000.0,FY2023H2
0882.HK,20230919,19053400000.0,FY2023H1
0883.HK,20260409,1019880000000.0,FY2025H2
0883.HK,20250909,1024820000000.0,FY2025H1
0883.HK,20250408,974997000000.0,FY2024H2
0883.HK,20240910,932444000000.0,FY2024H1
0883.HK,20240402,872159000000.0,FY2023H2
0883.HK,20230830,885009000000.0,FY2023H1
0884.HK,20260429,198152663000.0,FY2025H2
0884.HK,20250923,231359909000.0,FY2025H1
0884.HK,20250429,244696915000.0,FY2024H2
0884.HK,20240929,269894451000.0,FY2024H1
0884.HK,20240429,286787910000.0,FY2023H2
0884.HK,20231102,341410574000.0,FY2023H1
0887.HK,20260416,5626917000.0,FY2025H2
0887.HK,20250908,5323190000.0,FY2025H1
0887.HK,20250414,5025995000.0,FY2024H2
0887.HK,20240912,5253130000.0,FY2024H1
0887.HK,20240416,5249614000.0,FY2023H2
0887.HK,20230912,5052966000.0,FY2023H1
0888.HK,20260428,12479000.0,FY2025H2
0888.HK,20250917,31951000.0,FY2025H1
0888.HK,20250425,49021000.0,FY2024H2
0888.HK,20240925,57335000.0,FY2024H1
0888.HK,20240425,63639000.0,FY2023H2
0888.HK,20230927,62529000.0,FY2023H1
0889.HK,20260428,611376000.0,FY2025H2
0889.HK,20250916,667691000.0,FY2025H1
0889.HK,20250424,665123000.0,FY2024H2
0889.HK,20240916,695604000.0,FY2024H1
0889.HK,20240424,722714000.0,FY2023H2
0889.HK,20230915,758597000.0,FY2023H1
0893.HK,20260424,1304911000.0,FY2025H2
0893.HK,20250905,1290755000.0,FY2025H1
0893.HK,20250425,1270428000.0,FY2024H2
0893.HK,20240906,1298185000.0,FY2024H1
0893.HK,20240426,1299296000.0,FY2023H2
0893.HK,20230907,1282262000.0,FY2023H1
0894.HK,20260427,2924668000.0,FY2025H2
0894.HK,20250929,2792056000.0,FY2025H1
0894.HK,20250428,2755641000.0,FY2024H2
0894.HK,20240927,2809105000.0,FY2024H1
0894.HK,20240429,2739674000.0,FY2023H2
0894.HK,20230925,2684868000.0,FY2023H1
0895.HK,20260327,8416492779.38,FY2025H2
0895.HK,20251029,9185733884.53,FY2025Q3
0895.HK,20250822,9289359206.5,FY2025H1
0895.HK,20250425,9357272692.41,FY2025Q1
0895.HK,20250328,9557922807.45,FY2024H2
0895.HK,20241025,10389847690.55,FY2024Q3
0895.HK,20240828,9869108131.23,FY2024H1
0895.HK,20240426,10386075383.08,FY2024Q1
0895.HK,20240327,9975832268.86,FY2023H2
0895.HK,20231027,10543322565.820002,FY2023Q3
0895.HK,20230825,10067292958.97,FY2023H1
0895.HK,20230427,10200034904.65,FY2023Q1
0896.HK,20250723,4402017000.0,FY2025H2
0896.HK,20241220,4736698000.0,FY2025H1
0896.HK,20240724,4748007000.0,FY2024H2
0896.HK,20231205,4711920000.0,FY2024H1
0896.HK,20230725,4735532000.0,FY2023H2
0896.HK,20221208,4767798000.0,FY2023H1
0897.HK,20250724,1307933000.0,FY2025H2
0897.HK,20241220,1282809000.0,FY2025H1
0897.HK,20240725,1560141000.0,FY2024H2
0897.HK,20231221,6120238000.0,FY2024H1
0897.HK,20230727,6470737000.0,FY2023H2
0897.HK,20221221,6313187000.0,FY2023H1
0898.HK,20260427,12520395000.0,FY2025H2
0898.HK,20250922,13205326000.0,FY2025H1
0898.HK,20250425,12989053000.0,FY2024H2
0898.HK,20240926,12849919000.0,FY2024H1
0898.HK,20240426,12756265000.0,FY2023H2
0898.HK,20230922,12656205000.0,FY2023H1
0899.HK,20250714,1380204000.0,FY2025H2
0899.HK,20241203,1939469000.0,FY2025H1
0899.HK,20240725,1942896000.0,FY2024H2
0899.HK,20231130,1647049000.0,FY2024H1
0899.HK,20230721,1711291000.0,FY2023H2
0899.HK,20221215,1923045000.0,FY2023H1
0900.HK,20250521,5706296000.0,FY2025H2
0900.HK,20241219,5648919000.0,FY2025Q3
0900.HK,20241024,5492370000.0,FY2025H1
0900.HK,20240626,5370919000.0,FY2025Q1
0900.HK,20240520,5295396000.0,FY2024H2
0900.HK,20240104,5146848000.0,FY2024Q3
0900.HK,20231024,4870218000.0,FY2024Q2
0900.HK,20230629,4955779000.0,FY2024Q1
0900.HK,20230518,4485570000.0,FY2023H2
0900.HK,20221221,4081561000.0,FY2023Q3
0900.HK,20221027,3831833000.0,FY2023H1
0900.HK,20220623,3632514000.0,FY2023Q1
0902.HK,20260417,569918658000.0,FY2025H2
0902.HK,20250828,548838079999.99994,FY2025H1
0902.HK,20250416,545443262000.0,FY2024H2
0902.HK,20240828,510903629000.0,FY2024H1
0902.HK,20240419,503701537000.0,FY2023H2
0902.HK,20230817,479576996000.0,FY2023H1
0905.HK,20260429,125880000.0,FY2025H2
0905.HK,20250929,219858000.0,FY2025H1
0905.HK,20250423,127959000.0,FY2024H2
0905.HK,20240916,100534000.0,FY2024H1
0905.HK,20240423,74911000.0,FY2023H2
0905.HK,20230927,88167000.0,FY2023H1
0906.HK,20240819,11917793000.0,FY2024H1
0906.HK,20240418,11617049000.0,FY2023H2
0906.HK,20230918,11882271000.0,FY2023H1
0907.HK,20250731,67431000.0,FY2025H2
0907.HK,20241230,98432000.0,FY2025H1
0907.HK,20240730,84766000.0,FY2024H2
0907.HK,20231229,143880000.0,FY2024H1
0907.HK,20230731,140947000.0,FY2023H2
0907.HK,20221229,203937000.0,FY2023H1
0909.HK,20260424,3424788000.0,FY2025H2
0909.HK,20250919,3469389000.0,FY2025H1
0909.HK,20250424,3503272000.0,FY2024H2
0909.HK,20240910,3153121000.0,FY2024H1
0909.HK,20240416,1879318000.0,FY2023H2
0909.HK,20230913,5026402000.0,FY2023H1
0910.HK,20260615,15680010000.0,FY2025H1
0910.HK,20260615,14590538000.0,FY2025H2
0910.HK,20260302,16757505000.000002,FY2024H2
0910.HK,20240925,23274288000.0,FY2024H1
0910.HK,20240425,23258964000.0,FY2023H2
0910.HK,20230922,24945105000.0,FY2023H1
0911.HK,20260429,347001000.0,FY2025H2
0911.HK,20250929,365204000.0,FY2025H1
0911.HK,20250428,384051000.0,FY2024H2
0911.HK,20240926,522879000.0,FY2024H1
0911.HK,20240429,458592000.0,FY2023H2
0911.HK,20230925,408308000.0,FY2023H1
0912.HK,20250708,799047000.0,FY2025H2
0912.HK,20241206,855835000.0,FY2025H1
0912.HK,20240710,913275000.0,FY2024H2
0912.HK,20231207,972688000.0,FY2024H1
0912.HK,20230710,1089056000.0,FY2023H2
0912.HK,20221208,1108242000.0,FY2023H1
0913.HK,20260429,266470000.00000003,FY2025H2
0913.HK,20250909,149152000.0,FY2025H1
0913.HK,20250415,143192000.0,FY2024H2
0913.HK,20240910,106720000.0,FY2024H1
0913.HK,20240418,151008000.0,FY2023H2
0913.HK,20230914,134882000.0,FY2023H1
0914.HK,20260413,243580397000.0,FY2025H2
0914.HK,20250909,237645634000.0,FY2025H1
0914.HK,20250415,236233970000.0,FY2024H2
0914.HK,20240909,228475745000.0,FY2024H1
0914.HK,20230907,225573502000.0,FY2023H1
0915.HK,20260420,12094000.0,FY2025H2
0915.HK,20250908,9936000.0,FY2025H1
0915.HK,20250414,14655000.0,FY2024H2
0915.HK,20240911,13347000.0,FY2024H1
0915.HK,20240418,12814000.0,FY2023H2
0915.HK,20230913,14126000.0,FY2023H1
0916.HK,20260408,256193592000.0,FY2025H2
0916.HK,20250918,266997292000.00003,FY2025H1
0916.HK,20250425,225190378000.0,FY2023H2
0916.HK,20240925,234184604000.0,FY2024H1
0916.HK,20230915,215475281000.0,FY2023H1
0917.HK,20260423,1221316000.0,FY2025H2
0917.HK,20250917,1269142000.0,FY2025H1
0917.HK,20250415,1214359000.0,FY2024H2
0917.HK,20240912,929354000.0,FY2024H1
0918.HK,20250721,300693000.0,FY2025H2
0918.HK,20241217,330640000.0,FY2025H1
0918.HK,20240710,344315000.0,FY2024H2
0918.HK,20231218,489591000.0,FY2024H1
0918.HK,20230719,471247000.0,FY2023H2
0918.HK,20221206,468821000.0,FY2023H1
0919.HK,20250725,342119000.0,FY2025H2
0919.HK,20241224,400717000.0,FY2025H1
0919.HK,20240726,423054000.0,FY2024H2
0919.HK,20231221,431527000.0,FY2024H1
0919.HK,20230726,389439000.0,FY2023H2
0919.HK,20221221,443140000.0,FY2023H1
0921.HK,20260330,67438104021.28999,FY2025H2
0921.HK,20251028,68076861129.840004,FY2025Q3
0921.HK,20250730,71319566893.22,FY2025H1
0921.HK,20250428,68280612174.66999,FY2025Q1
0921.HK,20250328,67284262333.0199,FY2024H2
0921.HK,20241030,63383651483.04,FY2024Q3
0921.HK,20240830,67745579543.84,FY2024H1
0921.HK,20240424,64218030492.9299,FY2024Q1
0921.HK,20240329,62842946277.37,FY2023H2
0921.HK,20231030,59934724867.880005,FY2023Q3
0921.HK,20230828,61070922950.42,FY2023H1
0921.HK,20230427,53560584020.64,FY2023Q1
0922.HK,20250724,1006317000.0,FY2025H2
0922.HK,20241211,962836000.0,FY2025H1
0922.HK,20240718,923173000.0,FY2024H2
0922.HK,20231214,918073000.0,FY2024H1
