symbol,date,bs_asset_accruals,fy_period
6108.HK,20240917,407746000.0,FY2024H1
6108.HK,20240424,387649000.0,FY2023H2
6108.HK,20230919,414805000.0,FY2023H1
6110.HK,20250617,11309600000.0,FY2025H2
6110.HK,20241121,11070500000.0,FY2025H1
6110.HK,20240618,11582500000.0,FY2024H2
6110.HK,20231121,11346400000.0,FY2024H1
6110.HK,20230620,13460900000.0,FY2023H2
6110.HK,20221114,15009900000.0,FY2023H1
6113.HK,20260422,57819000.0,FY2025H2
6113.HK,20250926,44638000.0,FY2025H1
6113.HK,20250425,49120000.0,FY2024H2
6113.HK,20240926,54270000.0,FY2024H1
6113.HK,20240429,58795000.0,FY2023H2
6113.HK,20230922,62431000.0,FY2023H1
6117.HK,20260424,3340530000.0,FY2025H2
6117.HK,20250926,3110475000.0,FY2025H1
6117.HK,20250425,3128606000.0,FY2024H2
6117.HK,20240920,2822448000.0,FY2024H1
6117.HK,20240426,2691857000.0,FY2023H2
6117.HK,20230922,2566181000.0,FY2023H1
6118.HK,20260423,1900609000.0,FY2025H2
6118.HK,20250924,1863719000.0,FY2025H1
6118.HK,20250424,1916830000.0,FY2024H2
6118.HK,20240912,1996837000.0,FY2024H1
6118.HK,20240425,1995207000.0,FY2023H2
6118.HK,20230914,2176330000.0,FY2023H1
6119.HK,20250918,366691000.0,FY2025H1
6119.HK,20250424,369642000.0,FY2024H2
6119.HK,20240920,365005000.0,FY2024H1
6119.HK,20240422,359144000.0,FY2023H2
6119.HK,20230921,439286000.0,FY2023H1
6122.HK,20240926,-547477000.0,FY2024H1
6122.HK,20240426,-674951000.0,FY2023H2
6122.HK,20230926,-626779000.0,FY2023H1
6123.HK,20260428,1218356000.0,FY2025H2
6123.HK,20250919,792036000.0,FY2025H1
6123.HK,20250428,1093175000.0,FY2024H2
6123.HK,20240919,1277235000.0,FY2024H1
6123.HK,20240429,1363055000.0,FY2023H2
6123.HK,20230919,926674000.0,FY2023H1
6127.HK,20260429,8715364000.0,FY2025H2
6127.HK,20250929,8673765000.0,FY2025H1
6127.HK,20250429,8292912000.0,FY2024H2
6127.HK,20240927,7366225000.0,FY2024H1
6127.HK,20240429,7037505000.0,FY2023H2
6127.HK,20230927,7053006000.0,FY2023H1
6128.HK,20260430,515188000.0,FY2025H2
6128.HK,20250929,778716000.0,FY2025H1
6128.HK,20250429,691963000.0,FY2024H2
6128.HK,20240926,726986000.0,FY2024H1
6128.HK,20240429,718214000.0,FY2023H2
6128.HK,20230928,783745000.0,FY2023H1
6133.HK,20260430,577098000.0,FY2025H2
6133.HK,20250922,590756000.0,FY2025H1
6133.HK,20250429,606398000.0,FY2024H2
6133.HK,20240927,612962000.0,FY2024H1
6133.HK,20240530,604513000.0,FY2023H2
6133.HK,20230928,605515000.0,FY2023H1
6136.HK,20260331,8489234000.0,FY2025H2
6136.HK,20250923,8870260000.0,FY2025H1
6136.HK,20250429,8889872000.0,FY2024H2
6136.HK,20240927,8200123000.0,FY2024H1
6136.HK,20240426,8230351000.000001,FY2023H2
6136.HK,20230928,8146833000.0,FY2023H1
6138.HK,20260429,-833985000.0,FY2025H2
6138.HK,20250919,-855016000.0,FY2025H1
6138.HK,20250428,-815789000.0,FY2024H2
6138.HK,20240913,-837973000.0,FY2024H1
6138.HK,20240426,-864775000.0,FY2023H2
6138.HK,20230918,-837049000.0,FY2023H1
6158.HK,20260428,85421053000.0,FY2025H2
6158.HK,20250910,101227764000.0,FY2025H1
6158.HK,20250429,112166873000.0,FY2024H2
6158.HK,20240926,122645969000.0,FY2024H1
6158.HK,20240429,151470669000.0,FY2023H2
6158.HK,20230929,168027675000.0,FY2023H1
6160.HK,20260226,3641043000.0,FY2025Q4
6160.HK,20251106,3595718000.0,FY2025Q3
6161.HK,20230831,-30593000.0,FY2023H1
6162.HK,20260429,638192000.0,FY2025H2
6162.HK,20250925,511520000.0,FY2025H1
6162.HK,20250428,528072000.0,FY2024H2
6162.HK,20240925,457153000.0,FY2024H1
6162.HK,20240429,461458000.0,FY2023H2
6162.HK,20230927,464017000.0,FY2023H1
6163.HK,20260224,46780000.0,FY2025H2
6163.HK,20250714,39891000.0,FY2025H1
6163.HK,20250218,34384000.0,FY2024H2
6163.HK,20240719,31331000.0,FY2024H1
6163.HK,20240226,33893000.0,FY2023H2
6163.HK,20230721,35574000.0,FY2023H1
6166.HK,20251020,5572212000.0,FY2025H1
6168.HK,20260424,4807449000.0,FY2025H2
6168.HK,20250926,3499164000.0,FY2025H1
6169.HK,20251219,9700259000.0,FY2025H2
6169.HK,20250523,10929853000.0,FY2025H1
6169.HK,20250313,9545147000.0,FY2024H2
6169.HK,20240523,10821648000.0,FY2024H1
6169.HK,20231227,8530781000.000001,FY2023H2
6169.HK,20230524,7093168000.0,FY2023H1
6178.HK,20260429,234449347000.0,FY2025H2
6178.HK,20250911,218287710000.0,FY2025H1
6178.HK,20250429,226373939000.0,FY2024H2
6178.HK,20240912,184323495000.0,FY2024H1
6178.HK,20240415,195815127000.0,FY2023H2
6178.HK,20230914,212159451000.0,FY2023H1
6181.HK,20260416,19184414000.0,FY2025H2
6181.HK,20250929,10947298000.0,FY2025H1
6181.HK,20250428,5604108000.0,FY2024H2
6181.HK,20240925,3016820000.0,FY2024H1
6182.HK,20250717,186355000.0,FY2025H2
6182.HK,20241213,171092000.0,FY2025H1
6182.HK,20240718,139841000.0,FY2024H2
6182.HK,20231208,177305000.0,FY2024H1
6182.HK,20230720,206384000.0,FY2023H2
6182.HK,20221213,228213000.0,FY2023H1
6185.HK,20260422,5930619000.0,FY2025H2
6185.HK,20250918,6545618000.0,FY2025H1
6185.HK,20250416,6343683000.0,FY2024H2
6185.HK,20240906,6229190000.0,FY2024H1
6185.HK,20240424,7034242000.0,FY2023H2
6185.HK,20230915,7300780000.0,FY2023H1
6186.HK,20260428,26387539000.0,FY2025H2
6186.HK,20250918,27313724000.0,FY2025H1
6186.HK,20250428,26292082000.0,FY2024H2
6186.HK,20240922,25829286000.0,FY2024H1
6186.HK,20240428,25641335000.0,FY2023H2
6186.HK,20230921,23731943000.0,FY2023H1
6188.HK,20260429,5515915000.0,FY2025H2
6188.HK,20250929,7797470000.0,FY2025H1
6188.HK,20250429,7086244000.0,FY2024H2
6188.HK,20240927,9066243000.0,FY2024H1
6188.HK,20240429,7614922000.0,FY2023H2
6188.HK,20230928,8571412000.0,FY2023H1
6189.HK,20250930,54197000.0,FY2025H1
6189.HK,20250430,57238000.0,FY2024H2
6189.HK,20240929,67157000.0,FY2024H1
6189.HK,20240429,92690000.0,FY2023H2
6189.HK,20231121,102312000.0,FY2023H1
6190.HK,20260430,-659769000.0,FY2025H2
6190.HK,20250929,-481774000.0,FY2025H1
6190.HK,20250428,-608757000.0,FY2024H2
6190.HK,20240926,-431715000.0,FY2024H1
6190.HK,20240429,-608548000.0,FY2023H2
6190.HK,20230927,-395630000.0,FY2023H1
6193.HK,20260429,264704999.99999997,FY2025H2
6193.HK,20250925,298904000.0,FY2025H1
6193.HK,20250428,274527000.0,FY2024H2
6193.HK,20240923,230468000.0,FY2024H1
6193.HK,20240425,245318000.0,FY2023H2
6193.HK,20230920,318069000.0,FY2023H1
6196.HK,20260423,-677838000.0,FY2025H2
6196.HK,20251030,,FY2025Q3
6196.HK,20250912,-781013000.0,FY2025H1
6196.HK,20250429,,FY2025Q1
6196.HK,20250428,-757394000.0,FY2024H2
6196.HK,20241030,,FY2024Q3
6196.HK,20240925,-860392000.0,FY2024H1
6196.HK,20240429,,FY2024Q1
6196.HK,20240417,-908846000.0,FY2023H2
6196.HK,20231030,,FY2023Q3
6196.HK,20230911,-1020917000.0,FY2023H1
6196.HK,20230427,,FY2023Q1
6198.HK,20260327,52040386841.0,FY2025H2
6198.HK,20251028,51049056993.0,FY2025Q3
6198.HK,20250828,50913547665.0,FY2025H1
6198.HK,20250429,50387051009.0,FY2025Q1
6198.HK,20250328,50048887616.0,FY2024H2
6198.HK,20241030,49693033930.0,FY2024Q3
6198.HK,20240829,50422454502.0,FY2024H1
6198.HK,20240426,49585229307.0,FY2024Q1
6198.HK,20240328,50054580052.0,FY2023H2
6198.HK,20231027,49838812138.0,FY2023Q3
6198.HK,20230825,49575746394.0,FY2023H1
6198.HK,20230428,49218763002.0,FY2023Q1
6199.HK,20260429,-536432000.0,FY2025H2
6199.HK,20250908,-466111000.0,FY2025H1
6199.HK,20250430,-536044999.99999994,FY2024H2
6199.HK,20240906,-492132000.0,FY2024H1
6199.HK,20240428,-481083000.0,FY2023H2
6199.HK,20230913,-637878000.0,FY2023H1
6288.HK,20251128,2958022000000.0,FY2025Q4
6288.HK,20250710,2698340000000.0,FY2025Q3
6288.HK,20250411,2743721000000.0,FY2025Q2
6288.HK,20250109,2588171000000.0,FY2025Q1
6288.HK,20241129,2385913000000.0,FY2024Q4
6288.HK,20240712,2578277000000.0,FY2024Q3
6288.HK,20240412,2421889000000.0,FY2024Q2
6288.HK,20240112,2539535000000.0,FY2024Q1
6288.HK,20231130,2392322000000.0,FY2023Q4
6288.HK,20230714,2169958000000.0,FY2023Q3
6288.HK,20230414,2118920000000.0,FY2023Q2
6288.HK,20230113,2274686000000.0,FY2023Q1
6600.HK,20260429,662268000.0,FY2025H2
6600.HK,20251218,472209000.0,FY2025H1
6601.HK,20260429,2451584000.0,FY2025H2
6601.HK,20250925,2741203000.0,FY2025H1
6601.HK,20250429,2910278000.0,FY2024H2
6601.HK,20240926,2827841000.0,FY2024H1
6601.HK,20240430,2938892000.0,FY2023H2
6601.HK,20230927,2707199000.0,FY2023H1
6603.HK,20260327,33778000.0,FY2025H2
6603.HK,20250919,34274000.0,FY2025H1
6606.HK,20230921,2129319000.0,FY2023H1
6608.HK,20260428,4593334000.0,FY2025H2
6608.HK,20250925,4742219000.0,FY2025H1
6608.HK,20250425,4922011000.0,FY2024H2
6608.HK,20240919,4782898000.0,FY2024H1
6608.HK,20240422,4472316000.0,FY2023H2
6608.HK,20230918,4633758000.0,FY2023H1
6609.HK,20260427,692805000.0,FY2025H2
6609.HK,20250923,697526000.0,FY2025H1
6609.HK,20250423,594633000.0,FY2024H2
6609.HK,20240926,572683000.0,FY2024H1
6609.HK,20240417,569329000.0,FY2023H2
6609.HK,20230921,545332000.0,FY2023H1
6610.HK,20260427,1512321000.0,FY2025H2
6610.HK,20250926,1740212000.0,FY2025H1
6610.HK,20250429,1608087000.0,FY2024H2
6610.HK,20240926,1689700000.0,FY2024H1
6610.HK,20240429,1388606000.0,FY2023H2
6610.HK,20230925,1260598000.0,FY2023H1
6611.HK,20240930,10297482000.0,FY2024H1
6611.HK,20240429,11111654000.0,FY2023H2
6611.HK,20230927,12064824000.0,FY2023H1
6613.HK,20260428,71578897000.0,FY2025Q4
6613.HK,20250925,68106721999.99999,FY2025Q2
6613.HK,20250630,66257765000.0,FY2025Q1
6616.HK,20260428,9734492000.0,FY2025H2
6616.HK,20250918,4562205000.0,FY2025H1
6616.HK,20250429,3548947000.0,FY2024H2
6616.HK,20240920,2322627000.0,FY2024H1
6616.HK,20240429,1847635000.0,FY2023H2
6616.HK,20230920,1290623000.0,FY2023H1
6618.HK,20260424,49798689000.0,FY2025H2
6618.HK,20250905,53282772000.0,FY2025H1
6618.HK,20250425,48636911000.0,FY2024H2
6618.HK,20240906,58364558000.0,FY2024H1
6618.HK,20240426,49235100000.0,FY2023H2
6618.HK,20230914,49434672000.0,FY2023H1
6622.HK,20260423,976001000.0,FY2025H2
6622.HK,20250919,1017394000.0,FY2025H1
6622.HK,20250424,1122510000.0,FY2024H2
6622.HK,20240923,1117943000.0,FY2024H1
6622.HK,20240426,958715000.0,FY2023H2
6622.HK,20230920,862637000.0,FY2023H1
6623.HK,20260430,-27890740000.0,FY2025Q2
6623.HK,20260430,-22086187000.0,FY2025Q4
6623.HK,20260217,-29903846000.0,FY2024Q4
6623.HK,20241021,-27038935000.0,FY2024Q3
6623.HK,20240925,-37113898000.0,FY2024Q2
6623.HK,20240422,-39442267000.0,FY2024Q1
6623.HK,20231114,-39780863000.0,FY2023Q3
6623.HK,20230822,-46927978000.0,FY2023Q2
6623.HK,20230523,-51302600000.0,FY2023Q1
6626.HK,20260429,3357648000.0,FY2025H2
6626.HK,20250926,4510336000.0,FY2025H1
6626.HK,20250429,4588194000.0,FY2024H2
6626.HK,20240924,4011262000.0,FY2024H1
6626.HK,20240429,1451532000.0,FY2023H2
6626.HK,20230922,1558388000.0,FY2023H1
6628.HK,20260428,433717000.0,FY2025H2
6628.HK,20250912,515756999.99999994,FY2025H1
6628.HK,20250422,553641000.0,FY2024H2
6628.HK,20240913,635844000.0,FY2024H1
6628.HK,20240418,674876000.0,FY2023H2
6628.HK,20230915,698670000.0,FY2023H1
6633.HK,20260420,1617117000.0,FY2025H2
6633.HK,20250918,1636115000.0,FY2025H1
6633.HK,20250416,1531078000.0,FY2024H2
6633.HK,20240919,1564078000.0,FY2024H1
6633.HK,20240418,1460825000.0,FY2023H2
6633.HK,20230921,1338318000.0,FY2023H1
6636.HK,20260320,451448000.0,FY2025Q3
6638.HK,20250827,3174958000.0,FY2025Q2
6638.HK,20250528,2772587000.0,FY2025Q1
6638.HK,20250424,2009224000.0,FY2024Q4
6638.HK,20241114,3093802000.0,FY2024Q3
6638.HK,20240816,4256160000.0,FY2024Q2
6638.HK,20240521,6889564000.0,FY2024Q1
6638.HK,20240423,6399724000.0,FY2023Q4
6638.HK,20231113,6981626000.0,FY2023Q3
6638.HK,20230816,6963226000.0,FY2023Q2
6638.HK,20230522,6759951000.0,FY2023Q1
6639.HK,20250725,2401247000.0,FY2025H2
6639.HK,20241224,2292387000.0,FY2025H1
6639.HK,20240725,2393618000.0,FY2024H2
6639.HK,20231227,2415574000.0,FY2024H1
6639.HK,20230726,2243650000.0,FY2023H2
6639.HK,20221229,2344820000.0,FY2023H1
6651.HK,20260424,524801000.00000006,FY2025H2
6651.HK,20251218,430521000.0,FY2025H1
6655.HK,20260326,68679582618.99999,FY2025H2
6655.HK,20251024,66758411393.0,FY2025Q3
6655.HK,20250829,63270058119.0,FY2025H1
6655.HK,20250429,62919395257.0,FY2025Q1
6655.HK,20250326,62037922865.0,FY2024H2
6655.HK,20241025,62428407913.0,FY2024Q3
6655.HK,20240830,63270378273.0,FY2024H1
6655.HK,20240426,62026915671.0,FY2024Q1
6655.HK,20240328,62100554569.0,FY2023H2
6655.HK,20231027,59066677637.0,FY2023Q3
6655.HK,20230824,59542725482.0,FY2023H1
6655.HK,20230427,56847350974.0,FY2023Q1
6657.HK,20260428,751709000.0,FY2025H2
6657.HK,20250929,877897000.0,FY2025H1
6657.HK,20250428,771359000.0,FY2024H2
6657.HK,20240920,808756000.0,FY2024H1
6660.HK,20260427,5930442000.0,FY2025H2
6660.HK,20250827,6626768000.0,FY2025H1
6660.HK,20250425,6548603000.0,FY2024H2
6660.HK,20240829,6524529000.0,FY2024H1
6660.HK,20240425,6407399000.0,FY2023H2
6660.HK,20230829,7810064000.0,FY2023H1
6661.HK,20260428,1902841000.0,FY2025H2
6661.HK,20250929,1919942000.0,FY2025H1
6661.HK,20250429,1349168000.0,FY2024H2
6661.HK,20240926,1286569000.0,FY2024H1
6661.HK,20240429,1311420000.0,FY2023H2
6661.HK,20230927,1250673000.0,FY2023H1
6663.HK,20250627,201388000.0,FY2025H2
6663.HK,20241129,240707000.0,FY2025H1
6663.HK,20240628,196111000.0,FY2024H2
6663.HK,20231124,173960000.0,FY2024H1
6663.HK,20230628,125831000.0,FY2023H2
6663.HK,20221125,172777000.0,FY2023H1
6666.HK,20260423,4494658000.0,FY2025H2
6666.HK,20250929,4810885000.0,FY2025H1
6666.HK,20250425,5055587000.0,FY2024H2
6666.HK,20240930,4939926000.0,FY2024H1
6666.HK,20240424,5366896000.0,FY2023H2
6666.HK,20230918,4922856000.0,FY2023H1
6667.HK,20260427,416809000.0,FY2025H2
6667.HK,20260209,228569000.0,FY2025H1
6667.HK,20260204,248217000.0,FY2024H2
6667.HK,20240926,323136000.0,FY2024H1
6667.HK,20240426,278253000.0,FY2023H2
6667.HK,20230928,304516000.0,FY2023H1
6668.HK,20260422,1770378000.0,FY2025H2
6668.HK,20250918,1792554000.0,FY2025H1
6668.HK,20250428,1563104000.0,FY2024H2
6668.HK,20240919,2015374000.0,FY2024H1
6668.HK,20240429,1772287000.0,FY2023H2
6668.HK,20230921,1775313000.0,FY2023H1
6669.HK,20260424,1467127000.0,FY2025H2
6669.HK,20250923,1171681000.0,FY2025H1
6669.HK,20250425,910036000.0,FY2024H2
6669.HK,20240925,1008606000.0,FY2024H1
6669.HK,20240424,972280000.0,FY2023H2
6669.HK,20230922,655594000.0,FY2023H1
6676.HK,20260424,10346862000.0,FY2025H2
6676.HK,20250926,10406751000.0,FY2025H1
6677.HK,20260427,1954905000.0,FY2025H2
6677.HK,20250919,3029757000.0,FY2025H1
6677.HK,20250428,3261931000.0,FY2024H2
6677.HK,20240919,3447081000.0,FY2024H1
6677.HK,20240423,3387638000.0,FY2023H2
6677.HK,20230919,3634226000.0,FY2023H1
6680.HK,20260401,12051899000.0,FY2025H2
6680.HK,20250826,12011993000.0,FY2025H1
6680.HK,20250411,10131817000.0,FY2024H2
6680.HK,20240903,8442773999.999999,FY2024H1
6680.HK,20240412,8669230000.0,FY2023H2
6680.HK,20230830,7515921000.0,FY2023H1
6681.HK,20260428,302530000.0,FY2025H2
6681.HK,20250929,434598000.0,FY2025H1
6681.HK,20250428,255613000.0,FY2024H2
6681.HK,20241230,263021000.00000003,FY2024H1
6682.HK,20260428,7295819000.0,FY2025H2
6682.HK,20250929,5693240000.0,FY2025H1
6682.HK,20250425,6522391000.0,FY2024H2
6682.HK,20240926,5129245000.0,FY2024H1
6682.HK,20240425,4812309000.0,FY2023Q4
6682.HK,20230929,4283249000.0,FY2023Q2
6682.HK,20230918,4484910000.0,FY2023Q1
6683.HK,20260428,1439243000.0,FY2025H2
6683.HK,20250929,1233904000.0,FY2025H1
6683.HK,20250429,944866000.0,FY2024H2
6683.HK,20240926,781504000.0,FY2024H1
6683.HK,20240428,756751000.0,FY2023H2
6683.HK,20230927,451696000.0,FY2023H1
6686.HK,20260429,7380016000.0,FY2025Q4
6686.HK,20251125,7708575000.0,FY2025Q3
6686.HK,20250827,7923036000.0,FY2025Q2
6686.HK,20250528,7798354000.0,FY2025Q1
6686.HK,20250424,7956506000.0,FY2024Q4
6686.HK,20241126,8085367000.0,FY2024Q3
6686.HK,20240828,7862059000.0,FY2024Q2
6686.HK,20240529,7613684000.0,FY2024Q1
6686.HK,20240424,7493251000.0,FY2023Q4
6686.HK,20231028,7669071000.0,FY2023Q3
6686.HK,20230828,7822923000.0,FY2023Q2
6686.HK,20230530,7467971000.0,FY2023Q1
6687.HK,20260427,914722000.0,FY2025H2
6687.HK,20251013,885608000.0,FY2025H1
6689.HK,20230925,10732087000.0,FY2023H1
6690.HK,20260427,222227000000.0,FY2025H2
6690.HK,20250925,219351000000.0,FY2025H1
6690.HK,20250429,207749000000.0,FY2024H2
6690.HK,20240926,183680000000.0,FY2024H1
6690.HK,20230928,166599000000.0,FY2023H1
6693.HK,20260320,18262319723.26,FY2025H2
6693.HK,20251024,18433858126.18,FY2025Q3
6693.HK,20250822,18025634063.32,FY2025H1
6693.HK,20250425,17828072272.6,FY2025Q1
6693.HK,20250328,17768509948.809998,FY2024H2
6693.HK,20250228,17759058000.0,FY2024Q3
6693.HK,20240830,17331047639.46,FY2024H1
6693.HK,20240429,17079701591.509998,FY2024Q1
6693.HK,20230818,17494554363.15,FY2023H1
6693.HK,20230428,16295974943.46,FY2023Q1
6696.HK,20250929,807716000.0,FY2025H1
6696.HK,20250423,817169000.0,FY2024H2
6696.HK,20240927,903925000.0,FY2024H1
6696.HK,20240425,748898000.0,FY2023H2
6696.HK,20230919,690655000.0,FY2023H1
6698.HK,20260428,2026137000.0,FY2025H2
6698.HK,20250926,2044101000.0,FY2025H1
6698.HK,20250429,2217020000.0,FY2024H2
6698.HK,20240920,2335859000.0,FY2024H1
6698.HK,20230919,3017371000.0,FY2023H1
6699.HK,20260423,626810000.0,FY2025H2
6699.HK,20250922,645690000.0,FY2025H1
6699.HK,20250422,435977000.0,FY2024H2
6699.HK,20240920,558689316.38045,FY2024H1
6699.HK,20230914,212316136.41691998,FY2023H1
6805.HK,20260423,5469136000.0,FY2025H2
6805.HK,20250925,5206793000.0,FY2025H1
6805.HK,20250425,5003344000.0,FY2024H2
6805.HK,20240925,4910640000.0,FY2024H1
6805.HK,20240425,4657350000.0,FY2023H2
6805.HK,20230921,4443002000.0,FY2023H1
6806.HK,20260422,558448928000.0,FY2025H2
6806.HK,20250916,525039991000.00006,FY2025H1
6806.HK,20250422,552179752000.0,FY2024H2
6806.HK,20240913,465644913000.0,FY2024H1
6806.HK,20240422,481004891000.0,FY2023H2
6806.HK,20230918,532235969000.00006,FY2023H1
6808.HK,20250718,49231000000.0,FY2025H2
6808.HK,20241206,52552000000.0,FY2025H1
6808.HK,20240722,48883000000.0,FY2024H2
6808.HK,20231206,50472000000.0,FY2024H1
6808.HK,20230629,51692000000.0,FY2023H2
6808.HK,20221206,52711000000.0,FY2023H1
6811.HK,20260427,2052283000.0,FY2025H2
6811.HK,20250915,2083572999.9999998,FY2025H1
6811.HK,20250428,2140387000.0000002,FY2024H2
6811.HK,20240919,2213063000.0,FY2024H1
6811.HK,20240419,2253477000.0,FY2023H2
6811.HK,20230929,2180031000.0,FY2023H1
6812.HK,20250707,178680000.0,FY2025H2
6812.HK,20241129,152817000.0,FY2025H1
6812.HK,20240626,188469000.0,FY2024H2
6812.HK,20231124,163228000.0,FY2024H1
6812.HK,20230626,121056000.0,FY2023H2
6812.HK,20221125,133489000.0,FY2023H1
6816.HK,20260429,5612960000.0,FY2025H2
6816.HK,20250925,5005471000.0,FY2025H1
6816.HK,20250429,5113376000.0,FY2024H2
6816.HK,20240912,4363928000.0,FY2024H1
6816.HK,20240429,4851644000.0,FY2023H2
6816.HK,20230918,4405934000.0,FY2023H1
6818.HK,20260429,-5866000000.0,FY2025H2
6818.HK,20251030,,FY2025Q3
6818.HK,20250930,-8889000000.0,FY2025H1
6818.HK,20250425,-5326000000.0,FY2024H2
6818.HK,20241030,,FY2024Q3
6818.HK,20240926,-8086000000.0,FY2024H1
6818.HK,20240429,-4361000000.0,FY2023H2
6818.HK,20231030,,FY2023Q3
6818.HK,20230927,-8229000000.0,FY2023H1
6819.HK,20240327,46353000.0,FY2024H1
6819.HK,20231030,45805000.0,FY2023H2
6819.HK,20230327,45428000.0,FY2023H1
6820.HK,20260420,1274395000.0,FY2025H2
6820.HK,20250926,1270276000.0,FY2025H1
6820.HK,20250428,1060060000.0,FY2024H2
6820.HK,20240923,916514000.0,FY2024H1
6820.HK,20240418,1067483999.9999999,FY2023H2
6820.HK,20230915,942206000.0,FY2023H1
6821.HK,20260420,16727950000.0,FY2025H2
6821.HK,20251030,12999333000.0,FY2025Q3
6821.HK,20250919,15063751000.0,FY2025H1
6821.HK,20250423,16133164000.0,FY2024H2
6821.HK,20241029,13349439000.0,FY2024Q3
6821.HK,20240925,15127313000.0,FY2024H1
6821.HK,20240425,12147370000.0,FY2024Q1
6821.HK,20240424,12510989000.0,FY2023H2
6821.HK,20231030,12518492000.0,FY2023Q3
6821.HK,20230927,12009232000.0,FY2023H1
6822.HK,20260424,496837000.0,FY2025H2
6822.HK,20250918,563009000.0,FY2025H1
6822.HK,20250424,663493000.0,FY2024H2
6822.HK,20240917,649079000.0,FY2024H1
6822.HK,20240422,644396000.0,FY2023H2
6822.HK,20230921,621369000.0,FY2023H1
6823.HK,20260401,69146000000.0,FY2025H2
6823.HK,20250904,67032000000.0,FY2025H1
6823.HK,20250402,64903000000.0,FY2024H2
6823.HK,20240905,62168000000.0,FY2024H1
6823.HK,20240402,60358000000.0,FY2023H2
6823.HK,20230907,57953000000.0,FY2023H1
6826.HK,20260424,4002994000.0,FY2025H2
6826.HK,20250908,4199430999.9999995,FY2025H1
6826.HK,20250425,4069158000.0,FY2024H2
6826.HK,20240902,4153060999.9999995,FY2024H1
6826.HK,20240412,3952477000.0,FY2023H2
6826.HK,20230901,4011030000.0,FY2023H1
6828.HK,20260427,3235137000.0,FY2025H2
6828.HK,20250922,3469533000.0,FY2025H1
6828.HK,20250428,3430392000.0,FY2024H2
6828.HK,20240917,3626376544.67213,FY2024H1
6828.HK,20230921,3588611551.4931097,FY2023H1
6829.HK,20250722,422329000.0,FY2025H2
6829.HK,20241212,321267000.0,FY2025H1
6829.HK,20240709,285218000.0,FY2024H2
6829.HK,20231214,220796000.0,FY2024H1
6829.HK,20230711,211596000.0,FY2023H2
6829.HK,20221208,201036000.0,FY2023H1
6830.HK,20260427,4470354000.0,FY2025H2
6830.HK,20250926,3714114000.0,FY2025H1
6830.HK,20250428,3563342000.0,FY2024H2
6830.HK,20240920,3232977000.0,FY2024H1
6830.HK,20240426,3272766000.0,FY2023H2
6830.HK,20230919,3043223000.0,FY2023H1
6831.HK,20260427,2596072000.0,FY2025H2
6831.HK,20250929,2490697000.0,FY2025H1
6833.HK,20260420,1531197000.0,FY2025H2
6833.HK,20250919,1580685000.0,FY2025H1
6833.HK,20250422,1625567000.0,FY2024H2
6833.HK,20240923,1470809000.0,FY2024H1
6833.HK,20240422,1386220000.0,FY2023H2
6833.HK,20230921,1054497000.0000001,FY2023H1
6836.HK,20230920,826471000.0,FY2023H1
6837.HK,20240919,372945916000.0,FY2024H1
6837.HK,20240419,405803396000.0,FY2023H2
6837.HK,20230918,392455156000.0,FY2023H1
6838.HK,20260427,887795000.0,FY2025H2
6838.HK,20250916,1037698000.0000001,FY2025H1
6838.HK,20250417,1045133000.0,FY2024H2
6838.HK,20240917,906225000.0,FY2024H1
6838.HK,20240419,961542000.0,FY2023H2
6838.HK,20230919,934718000.0,FY2023H1
6839.HK,20260430,24024264000.0,FY2025H2
6839.HK,20250930,23962326000.0,FY2025H1
6839.HK,20250430,24711202000.0,FY2024H2
6839.HK,20240927,25973403000.0,FY2024H1
6839.HK,20240429,26115643000.0,FY2023H2
6839.HK,20230929,26614214000.0,FY2023H1
6855.HK,20260427,1468798000.0,FY2025H2
6855.HK,20250919,1359996000.0,FY2025H1
6855.HK,20250416,1331905000.0,FY2024H2
6855.HK,20241001,1982062000.0,FY2024H1
6855.HK,20240415,1381866000.0,FY2023H2
6855.HK,20230921,1311789000.0,FY2023H1
6858.HK,20250725,22666080000.0,FY2025H2
6858.HK,20241230,21929883000.0,FY2025H1
6858.HK,20240725,25754275000.0,FY2024H2
6858.HK,20231228,24980584000.0,FY2024H1
6858.HK,20230725,26036705000.0,FY2023H2
6858.HK,20221228,26861959000.0,FY2023H1
6860.HK,20260429,607353000.0,FY2025H2
6860.HK,20250916,503437000.0,FY2025H1
6860.HK,20250429,650200000.0,FY2024H2
6860.HK,20240929,466429000.0,FY2024H1
6860.HK,20240430,475008000.0,FY2023H2
6860.HK,20230928,483371000.0,FY2023H1
6862.HK,20260424,15403009000.0,FY2025H2
6862.HK,20250922,15159546000.0,FY2025H1
6862.HK,20250424,15221592000.0,FY2024H2
6862.HK,20240923,13606132000.0,FY2024H1
6862.HK,20240425,15262138000.0,FY2023H2
6862.HK,20230925,14000923000.0,FY2023H1
6865.HK,20260326,38664985345.62,FY2025H2
6865.HK,20251027,38088454913.64,FY2025Q3
6865.HK,20250827,38995409484.54,FY2025H1
6865.HK,20250429,38252260476.939995,FY2025Q1
6865.HK,20250327,38408170972.85,FY2024H2
6865.HK,20241029,38910174352.590004,FY2024Q3
6865.HK,20240827,40084971018.35999,FY2024H1
6865.HK,20240429,37487556092.600006,FY2024Q1
6865.HK,20240326,37502681683.92,FY2023H2
6865.HK,20231030,33620181035.7,FY2023Q3
